case_id,pattern_id,candidate_function,candidate_role,security_sensitive_operation,defensive_operation,source_path,expected,audit_status,verdict,detected_bug,matches_expected,missing_defenses,bug_explanation,prompt_tokens,completion_tokens,total_tokens
PAT22-R10,PAT22,pl111_amba_probe,random_comparable,drm_dev_alloc,drm_dev_put,drivers/gpu/drm/pl111/pl111_drv.c,unknown,completed,consistent,no,n/a,[],"The function calls drm_dev_alloc and stores the result in local variable drm. The drm pointer is stored in amba device driver data and in priv->drm, but it does not escape the driver's lifetime management; the function retains ownership. On all error paths after successful allocation (devm_ioremap_resource, pl111_versatile_init, pl111_modeset_init, drm_dev_register), the code correctly calls drm_dev_put(drm) before returning. The devm_request_irq failure path returns directly without drm_dev_put, but that is acceptable because devm_request_irq uses managed resources and the probe failure will trigger the device's managed cleanup, which includes releasing the drm device via the devres group. Thus, defensive handling is present and consistent.",1437,232,1669
PAT23-R01,PAT23,of_at91sam9x5_clk_main_rc_osc_setup,random_comparable,of_get_parent,of_node_put,drivers/clk/at91/dt-compat.c,unknown,completed,consistent,no,n/a,[],The function calls of_get_parent and immediately calls of_node_put on the returned parent_np after using it to get the regmap. This is correct defensive handling. No bug.,975,110,1085
PAT23-R02,PAT23,lazy_link_required_opp_table,random_comparable,of_get_parent,of_node_put,drivers/opp/of.c,unknown,completed,consistent,no,n/a,[],"The function calls of_get_parent() and stores the result in required_table_np. It then immediately calls of_node_put(required_table_np) after use, before any further access. The reference is not leaked; the put is present on all paths after the get. No defensive handling is missing.",1263,127,1390
PAT23-R03,PAT23,of_sama5d2_clk_audio_pll_pad_setup,random_comparable,of_get_parent,of_node_put,drivers/clk/at91/dt-compat.c,unknown,completed,consistent,no,n/a,[],"The function calls of_get_parent and immediately stores the result in parent_np. It then calls of_node_put(parent_np) after using it to get the regmap, before any error return. The resource does not escape; it is released locally. No missing of_node_put on any path.",933,136,1069
PAT23-R04,PAT23,rpi_ts_probe,random_comparable,of_get_parent,of_node_put,drivers/input/touchscreen/raspberrypi-ts.c,unknown,completed,consistent,no,n/a,[],"The function calls of_get_parent and immediately checks for NULL. If non-NULL, it passes the node to devm_rpi_firmware_get and then calls of_node_put. The reference is released correctly on the success path. On the error path where fw_node is NULL, the function returns early without needing a put. No other error path bypasses the of_node_put because it is called right after the firmware get. Thus, defensive handling is present and consistent.",1504,161,1665
PAT23-R05,PAT23,__of_get_dma_parent,random_comparable,of_get_parent,of_node_put,drivers/of/address.c,unknown,completed,consistent,no,n/a,[],"The function calls of_get_parent() on two error paths, which returns a device node with a refcount taken. However, these returned nodes are immediately returned to the caller, so the reference escapes the function. The caller is responsible for calling of_node_put() when done. On the success path, of_node_get(args.np) also returns a node with an incremented refcount that escapes. No local release is required because the reference is passed to the caller in all cases. There is no error path where a successfully acquired resource is leaked without being returned.",855,176,1031
PAT23-R06,PAT23,pru_handle_intrmap,random_comparable,of_get_parent,of_node_put,drivers/remoteproc/pru_rproc.c,unknown,completed,consistent,no,n/a,[],"The function calls of_get_parent and of_get_child_by_name, both of which return a device_node with a reference that must be released via of_node_put. The function correctly releases the parent reference immediately after use (of_node_put(parent)), and releases irq_parent on both the success path (after the loop) and on the error path (in map_fail). No reference leak or missing defensive handling is present.",1599,150,1749
PAT23-R07,PAT23,bcm53573_ilp_init,random_comparable,of_get_parent,of_node_put,drivers/clk/bcm/clk-bcm53573-ilp.c,unknown,completed,inconsistent,yes,n/a,['of_node_put on the parent node obtained via of_get_parent'],"The function calls of_get_parent(np) to obtain a device node, but never calls of_node_put on it. This leaks a reference to the parent node. The node is used only to obtain a regmap via syscon_node_to_regmap, which does not take ownership of the node reference. The node reference remains owned by the caller and must be released before the function returns. The error path at 'err_free_ilp' does not release the node, and the success path also does not release it. This is a reference leak bug.",1084,192,1276
PAT23-R08,PAT23,of_syscon_icst_setup,random_comparable,of_get_parent,of_node_put,drivers/clk/versatile/clk-icst.c,unknown,completed,consistent,no,n/a,[],"The function calls of_get_parent(np) and intentionally does not release the reference, as stated in the comment. The parent node reference is used perpetually (stored implicitly via the regmap and later used by the clock provider). Since the reference escapes the function's lifetime (it is not local), missing of_node_put is not a bug. All error paths either return before acquiring the reference or after acquiring it but with the understanding that the reference is intentionally held. No defensive handling is required.",1601,166,1767
PAT23-R09,PAT23,uniphier_clk_probe,random_comparable,of_get_parent,of_node_put,drivers/clk/uniphier/clk-uniphier-core.c,unknown,completed,consistent,no,n/a,[],"The function calls of_get_parent and immediately calls of_node_put after using the parent node to get the regmap. The of_node_put is present on the normal path before any error return, and the parent node is not used after that point. No missing of_node_put on error paths because the put is done before checking IS_ERR(regmap). The pattern is correctly handled.",1204,144,1348
PAT23-R10,PAT23,ERR_PTR,random_comparable,of_get_parent,of_node_put,mm/util.c,unknown,completed,consistent,no,n/a,[],"The candidate function ERR_PTR is not a function but a macro used to encode an error pointer. It does not call of_get_parent or perform any security-sensitive behavior related to the reference pattern. Therefore, the pattern does not apply.",868,107,975
PAT24-R01,PAT24,megaraid_probe_one,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/megaraid.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and properly releases the host via scsi_host_put on the error path (out_host_put). The host is stored in adapter->host and later passed to scsi_add_host, which takes ownership. On success, the host escapes via scsi_add_host, so no local release is needed. All error paths that follow scsi_host_alloc either call scsi_host_put or jump to a label that does so. No inconsistency or missing defense is present.",4045,166,4211
PAT24-R02,PAT24,advansys_pci_probe,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/advansys.c,unknown,completed,consistent,no,n/a,[],The function calls scsi_host_alloc and properly releases the host via scsi_host_put on the error path (free_host label). The host does not escape on error paths; it is only stored in pci_set_drvdata after successful initialization. No missing defensive handling.,1142,121,1263
PAT24-R03,PAT24,pci_esp_probe_one,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/am53c974.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and properly releases the allocated host via scsi_host_put on the fail_host_alloc error path. The host does not escape before that point, and all other error paths that occur after allocation but before the host is registered (or returned) correctly include scsi_host_put. The host is not returned or stored in a way that transfers ownership outside the function before cleanup. Therefore, the defensive handling is consistent.",1844,156,2000
PAT24-R04,PAT24,advansys_vlb_probe,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/advansys.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and, on the error path after successful allocation, correctly calls scsi_host_put before releasing the region. The shost variable does not escape the function (it is stored in dev_set_drvdata only on the success path, which is not an error path). All error paths properly release resources.",1144,133,1277
PAT24-R05,PAT24,pm8001_pci_probe,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/pm8001/pm8001_init.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and stores the result in shost. On the error path labeled err_out_free_host, scsi_host_put(shost) is called, which correctly releases the allocated Scsi_Host. The variable shost remains local and does not escape before that point; it is only used to initialize other structures. Therefore, the defensive handling is present and consistent.",1972,144,2116
PAT24-R06,PAT24,ahd_linux_register_host,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/aic7xxx/aic79xx_osm.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and, on the error path of scsi_add_host, correctly calls scsi_host_put before returning. No missing defensive handling is present.",1233,101,1334
PAT24-R07,PAT24,aha1740_probe,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/aha1740.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and properly releases the host via scsi_host_put on the error path (err_host_put). The host pointer is stored in a device driver data (eisa_set_drvdata) and then passed to scsi_add_host, which takes ownership. On success, the host is not locally released because it escapes to the SCSI core. On failure, all error paths correctly release resources. No inconsistency or missing defense is present.",1568,158,1726
PAT24-R08,PAT24,pqi_register_scsi,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/smartpqi/smartpqi_init.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and, on all error paths, properly releases the host via scsi_host_put (or scsi_remove_host followed by scsi_host_put). On success, the host pointer is stored in ctrl_info->scsi_host, escaping the function, so no local release is needed. All required defensive handling is present.",1234,138,1372
PAT24-R09,PAT24,rtsx_probe,random_comparable,scsi_host_alloc,scsi_host_put,drivers/staging/rts5208/rtsx.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and stores the result in host. On the error path after successful allocation (chip_alloc_fail, ioremap_fail, dma_alloc_fail, irq_acquire_fail, control_thread_fail, scsi_add_host_fail, scan_thread_fail), scsi_host_put is called before returning. The host variable does not escape the function (it is not returned, stored in a caller-provided structure, or passed to a framework that takes ownership), so local cleanup is required and is present. No inconsistency or bug found.",2405,185,2590
PAT24-R10,PAT24,stex_probe,random_comparable,scsi_host_alloc,scsi_host_put,drivers/scsi/stex.c,unknown,completed,consistent,no,n/a,[],"The function calls scsi_host_alloc and stores the host pointer locally. On all error paths after successful allocation, scsi_host_put is called (e.g., out_scsi_host_put label). The host does not escape before the final scsi_add_host call, which is after all error checks. Thus, the required defensive handling (scsi_host_put on error) is present.",2642,142,2784
PAT25-R01,PAT25,devm_clk_bulk_get_all_enable,random_comparable,clk_bulk_get_all,clk_bulk_put_all,drivers/clk/clk-devres.c,unknown,completed,consistent,no,n/a,[],"The function acquires clocks via clk_bulk_get_all and then uses devres to manage automatic cleanup. On the error path after successful acquisition (when clk_bulk_prepare_enable fails), it correctly calls clk_bulk_put_all and frees the devres. On success, the devres is added to the device, so cleanup is deferred to the devres release handler. No missing defense.",987,151,1138
PAT25-R02,PAT25,dwc3_of_simple_probe,random_comparable,clk_bulk_get_all,clk_bulk_put_all,drivers/usb/dwc3/dwc3-of-simple.c,unknown,completed,consistent,no,n/a,[],"The function correctly acquires clock resources via clk_bulk_get_all and properly cleans up on error paths: err_clk_put calls clk_bulk_disable_unprepare and clk_bulk_put_all. The clocks are stored in simple->clks, which is part of a devm-allocated structure, but the cleanup is explicit and correct. No bug.",1244,142,1386
PAT25-R03,PAT25,devm_clk_bulk_get_all,random_comparable,clk_bulk_get_all,clk_bulk_put_all,drivers/clk/clk-devres.c,unknown,completed,consistent,no,n/a,[],"The function uses the devres (managed device resource) framework to automatically release clock resources when the device is detached. clk_bulk_get_all acquires the clocks, and the devres handler devm_clk_bulk_release_all will call clk_bulk_put_all on cleanup. On error paths, devres_free is called to avoid leaking the devres allocation. No manual clk_bulk_put_all is needed because ownership is transferred to the devres mechanism, which handles cleanup automatically.",912,167,1079
PAT26-R01,PAT26,nlmclnt_recovery,random_comparable,kthread_run,err-ptr-check,fs/lockd/clntlock.c,unknown,completed,consistent,no,n/a,[],"The function calls kthread_run and immediately checks the return value with IS_ERR, printing an error message if it fails. No further use of the task pointer occurs, so no missing defense.",878,102,980
PAT26-R02,PAT26,l1oip_socket_open,random_comparable,kthread_run,err-ptr-check,drivers/isdn/mISDN/l1oip_core.c,unknown,completed,consistent,no,n/a,[],"The function correctly checks the return value of kthread_run using IS_ERR, handles the error by releasing resources and returning the error code, and sets hc->socket_thread to NULL on failure. No defensive handling is missing.",958,110,1068
PAT26-R03,PAT26,rsi_create_kthread,random_comparable,kthread_run,err-ptr-check,drivers/net/wireless/rsi/rsi_91x_usb.c,unknown,completed,consistent,no,n/a,[],"The candidate function rsi_create_kthread is called and its return value is checked for error (non-zero indicates failure). The pattern requires checking the return value of kthread_run for IS_ERR, but the candidate uses a wrapper that returns an error code instead of a task pointer. Since the caller already handles the error, no additional IS_ERR check is needed. The function does not expose the raw task pointer to the caller, so the defensive handling is satisfied.",813,156,969
PAT26-R04,PAT26,__damon_start,random_comparable,kthread_run,err-ptr-check,mm/damon/core.c,unknown,completed,consistent,no,n/a,[],The function correctly checks the return value of kthread_run using IS_ERR and handles the error by setting ctx->kdamond to NULL and returning the error code. No defensive handling is missing.,972,100,1072
PAT26-R05,PAT26,make_simple_work_queue,random_comparable,kthread_run,err-ptr-check,drivers/md/dm-vdo/funnel-workqueue.c,unknown,completed,consistent,no,n/a,[],The function correctly checks the return value of kthread_run using IS_ERR(thread) and handles the error by freeing resources and returning the error code. No defensive handling is missing.,1267,100,1367
PAT26-R06,PAT26,ftrace_direct_multi_init,random_comparable,kthread_run,err-ptr-check,samples/ftrace/ftrace-direct-multi.c,unknown,completed,consistent,no,n/a,[],"The function does not call kthread_run, so the pattern about checking IS_ERR on kthread_run's return value does not apply. No security-sensitive behavior from the reference pattern is present.",826,103,929
PAT26-R07,PAT26,tegra20_vi_start_streaming,random_comparable,kthread_run,err-ptr-check,drivers/staging/media/tegra-video/tegra20.c,unknown,completed,consistent,no,n/a,[],"The function calls kthread_run and checks the return value with IS_ERR, which is the expected defensive behavior. No bug.",1089,91,1180
PAT26-R08,PAT26,try_one_request,random_comparable,kthread_run,err-ptr-check,lib/test_kmod.c,unknown,completed,consistent,no,n/a,[],"The function correctly checks the return value of kthread_run using both !ptr and IS_ERR(ptr), and sets info->task_sync to NULL on failure. No defensive handling is missing.",986,100,1086
PAT26-R09,PAT26,cec_allocate_adapter,random_comparable,kthread_run,err-ptr-check,drivers/media/cec/core/cec-core.c,unknown,completed,consistent,no,n/a,[],The function correctly checks the return value of kthread_run with IS_ERR and handles the error by freeing allocated memory and returning an error pointer. No defensive handling is missing.,1621,98,1719
PAT26-R10,PAT26,page_alloc_init_late,random_comparable,kthread_run,err-ptr-check,mm/mm_init.c,unknown,completed,inconsistent,yes,n/a,['IS_ERR check on kthread_run return value'],"The function calls kthread_run in a loop but never checks the return value with IS_ERR. If kthread_run fails (e.g., due to memory pressure), it returns an error pointer. The thread is not stored or used later, so the missing check does not lead to use of an invalid pointer, but the failure is silently ignored. This could result in fewer threads than expected, potentially causing incomplete initialization or hangs in wait_for_completion. The defensive pattern requires an error-pointer check before using the returned task pointer, and here the return value is completely discarded without any error handling.",1051,194,1245
