seed_defensive_op,func_name,var,security_sensitive_operation,security_sensitive_behavior,defensive_behavior
err-ptr-check,dbfs_diag0c_create,diag0c_data,diag0c_store,"When diag0c_store is called to assign diag0c_data, it creates null pointer dereference risk because diag0c_store may return an error pointer indicating failure.",The err-ptr-check is executed after the assignment to prevent null pointer dereference by checking if diag0c_data is an error pointer before further use.
err-ptr-check,make_device_exclusive,page,get_user_page_vma_remote,"When get_user_page_vma_remote() retrieves a page for the given address, it creates null pointer dereference risk because the function may return an error pointer if the page cannot be accessed.",The err-ptr-check is executed immediately after the page retrieval to prevent null pointer dereference by returning the error pointer if the retrieval fails.
err-ptr-check,iommufd_hwpt_set_dirty_tracking,hwpt_paging,iommufd_get_hwpt_paging,"When iommufd_get_hwpt_paging retrieves hwpt_paging, it creates null pointer dereference risk because hwpt_paging may be NULL if the retrieval fails.",The err-ptr-check is executed after hwpt_paging assignment to prevent null pointer dereference by checking if hwpt_paging is an error pointer.
err-ptr-check,erofs_fscache_register_fs,fscache,erofs_fscache_register_cookie,"When erofs_fscache_register_cookie is called on fscache, it creates a null pointer dereference risk because erofs_fscache_register_cookie may return an error pointer that is not checked before use.",The err-ptr-check is executed after the assignment to fscache to prevent null pointer dereference by returning an error code if fscache is an error pointer.
err-ptr-check,cn10k_mdo_add_secy,txsc,cn10k_mcs_create_txsc,"When cn10k_mcs_create_txsc allocates memory for txsc, it creates null pointer dereference risk because failure to allocate memory may result in txsc being NULL.",The err-ptr-check is executed after the allocation to prevent dereferencing a NULL pointer by returning an error if txsc is invalid.
err-ptr-check,btrfs_init_log_root_tree,log_root,alloc_log_tree,"When alloc_log_tree allocates memory for log_root, it creates null pointer dereference risk because alloc_log_tree may return an error pointer on failure.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error code if log_root is an error pointer.
err-ptr-check,ath10k_wmi_force_fw_hang,skb,ar,"When ar->wmi.ops->gen_force_fw_hang is called on skb, it creates null pointer dereference risk because gen_force_fw_hang may return an error pointer that is not checked before use.",The err-ptr-check is executed after skb assignment to prevent null pointer dereference by returning an error code if skb is an error pointer.
err-ptr-check,mpage_map_and_submit_extent,io_end_vec,ext4_alloc_io_end_vec,"When ext4_alloc_io_end_vec allocates memory for io_end_vec, it creates null pointer dereference risk because failure to allocate memory may result in io_end_vec being NULL.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error if io_end_vec is an error pointer.
err-ptr-check,ath10k_wmi_addba_set_resp,skb,ar,"When ar->wmi.ops->gen_addba_set_resp is called on skb, it creates null pointer dereference risk because gen_addba_set_resp may return an error pointer that is not checked before use.",The err-ptr-check is executed after skb assignment to prevent null pointer dereference by checking if skb is an error pointer before further use.
err-ptr-check,udf_nfs_get_inode,inode,udf_iget,"When udf_iget is called to retrieve inode, it creates null pointer dereference risk because udf_iget may return an error pointer if the inode cannot be retrieved.",The err-ptr-check is executed after the inode assignment to prevent null pointer dereference by checking if inode is an error pointer before further use.
err-ptr-check,hostfs_create,inode,hostfs_iget,"When hostfs_iget retrieves an inode for the given directory and name, it creates a null pointer dereference risk because hostfs_iget may return an error pointer if the inode cannot be retrieved.",The err-ptr-check is executed after the call to hostfs_iget to prevent null pointer dereference by checking if inode is an error pointer before further use.
err-ptr-check,pvt_probe,pvt,pvt_create_data,"When pvt_create_data creates pvt, it creates null pointer dereference risk because pvt_create_data may return an error pointer.",The err-ptr-check is executed after pvt_create_data to prevent null pointer dereference by returning an error code if pvt is an error pointer.
err-ptr-check,mtk_clk_register_muxes,regmap_hwv,mtk_clk_get_hwv_regmap,"When mtk_clk_get_hwv_regmap(node) assigns to regmap_hwv, it creates null pointer dereference risk because regmap_hwv may be an error pointer if the function fails.",The err-ptr-check is executed after the assignment to regmap_hwv to prevent null pointer dereference by returning an error if regmap_hwv is an error pointer.
err-ptr-check,v9fs_vfs_mkspecial,fid,v9fs_create,"When v9fs_create creates fid, it creates null pointer dereference risk because fid may be NULL if v9fs_create fails.",The err-ptr-check is executed after fid assignment to prevent dereferencing an error pointer by returning an error code.
err-ptr-check,devm_iio_dmaengine_buffer_setup_ext,buffer,iio_dmaengine_buffer_setup_ext,"When iio_dmaengine_buffer_setup_ext allocates memory for buffer, it creates null pointer dereference risk because the function may return an error pointer on failure.",The err-ptr-check is executed after the buffer assignment to prevent null pointer dereference by returning an error code if buffer is an error pointer.
err-ptr-check,__arch_setup_additional_pages,vma,vdso_install_vvar_mapping,"When vdso_install_vvar_mapping is called on vma, it creates null pointer dereference risk because vdso_install_vvar_mapping may return an error pointer that is not checked before use.",The err-ptr-check is executed after the assignment to vma to prevent null pointer dereference by returning an error code if vma is an error pointer.
err-ptr-check,xe_gt_alloc,ordered_wq,drmm_alloc_ordered_workqueue,"When drmm_alloc_ordered_workqueue allocates ordered_wq, it creates null pointer dereference risk because failure to allocate memory may result in ordered_wq being an error pointer.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error if ordered_wq is invalid.
err-ptr-check,mshw0011_probe,bat0,i2c_acpi_new_device,"When i2c_acpi_new_device is called to create bat0, it creates a null pointer dereference risk because i2c_acpi_new_device may return an error pointer if the device creation fails.",The err-ptr-check is executed after the call to i2c_acpi_new_device to prevent null pointer dereference by checking if bat0 is an error pointer before further use.
err-ptr-check,mlx5_esw_bridge_ingress_table_init,ingress_ft,mlx5_esw_bridge_table_create,"When mlx5_esw_bridge_table_create creates ingress_ft, it creates null pointer dereference risk because mlx5_esw_bridge_table_create may return an error pointer indicating failure.",The err-ptr-check is executed after the creation of ingress_ft to prevent null pointer dereference by returning an error code if ingress_ft is an error pointer.
err-ptr-check,ulpi_phy_create,phy,phy_create,"When phy_create allocates memory for phy, it creates null pointer dereference risk because phy_create may return NULL on failure.",The err-ptr-check is executed after phy_create to prevent null pointer dereference by returning early if phy is an error pointer.
err-ptr-check,vf50_ts_probe,channels,iio_channel_get_all,"When iio_channel_get_all() retrieves channels, it creates null pointer dereference risk because iio_channel_get_all() may return an error pointer if it fails to get the channels.",The err-ptr-check is executed after the call to iio_channel_get_all() to prevent null pointer dereference by checking if channels is an error pointer before further use.
err-ptr-check,cxl_pci_probe,mds,cxl_memdev_state_create,"When cxl_memdev_state_create creates mds, it creates null pointer dereference risk because cxl_memdev_state_create may return an error pointer indicating failure.",The err-ptr-check is executed after the creation of mds to prevent null pointer dereference by checking if mds is an error pointer before further use.
err-ptr-check,get_inode_object,new_object,landlock_create_object,"When landlock_create_object creates new_object, it creates an error risk because landlock_create_object may fail and return an error pointer.",The err-ptr-check is executed after the creation of new_object to prevent null pointer dereference by checking if new_object is an error pointer before use.
err-ptr-check,rfcomm_sock_sendmsg,skb,bt_skb_sendmmsg,"When bt_skb_sendmmsg sends a message and returns skb, it creates a null pointer dereference risk because bt_skb_sendmmsg may return an error pointer instead of a valid sk_buff.",The err-ptr-check is executed after the skb assignment to prevent null pointer dereference by checking if skb is an error pointer before further use.
err-ptr-check,tsm_register,tsm_dev,alloc_tsm_dev,"When alloc_tsm_dev allocates memory for tsm_dev, it creates null pointer dereference risk because alloc_tsm_dev may return NULL on failure.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning early if tsm_dev is an error pointer.
err-ptr-check,dev_dax_kmem_probe,mtype,kmem_find_alloc_memory_type,"When kmem_find_alloc_memory_type(adist) allocates memory for mtype, it creates null pointer dereference risk because kmem_find_alloc_memory_type may return an error pointer on failure.",The err-ptr-check is executed after the assignment to mtype to prevent null pointer dereference by returning an error code if mtype is an error pointer.
err-ptr-check,tpda_probe,pdata,coresight_get_platform_data,"When coresight_get_platform_data() retrieves pdata, it creates null pointer dereference risk because pdata may be NULL if the function fails to obtain platform data.",The err-ptr-check is executed after the call to coresight_get_platform_data() to prevent null pointer dereference by returning an error code if pdata is an error pointer.
err-ptr-check,mlx5_esw_bridge_vlan_push_mark_create,pkt_mod_hdr,mlx5_modify_header_alloc,"When mlx5_modify_header_alloc allocates memory for pkt_mod_hdr, it creates null pointer dereference risk because mlx5_modify_header_alloc may return an error pointer on failure.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error code if pkt_mod_hdr is an error pointer.
err-ptr-check,scp_add_single_core,scp,scp_rproc_init,"When scp_rproc_init initializes scp, it creates null pointer dereference risk because scp_rproc_init may return an error pointer if it fails.",The err-ptr-check is executed after the initialization to prevent null pointer dereference by returning an error code if scp is an error pointer.
err-ptr-check,ufs_create,inode,ufs_new_inode,"When ufs_new_inode creates inode, it creates null pointer dereference risk because ufs_new_inode may return an error pointer indicating failure.",The err-ptr-check is executed after the inode assignment to prevent null pointer dereference by returning an error code if inode is an error pointer.
err-ptr-check,raid56_parity_alloc_scrub_rbio,rbio,alloc_rbio,"When alloc_rbio allocates memory for rbio, it creates null pointer dereference risk because alloc_rbio may return an error pointer indicating allocation failure.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning NULL if rbio is an error pointer.
err-ptr-check,xfrm_policy_eval_candidates,tmp,__xfrm_policy_eval_candidates,"When __xfrm_policy_eval_candidates evaluates candidates on tmp, it creates a null pointer dereference risk because __xfrm_policy_eval_candidates may return NULL.",The err-ptr-check is executed after tmp is assigned to prevent use-after-free by returning tmp if it indicates an error.
err-ptr-check,tcp_diag_dump_one,sk,tcp_diag_find_one_icsk,"When tcp_diag_find_one_icsk is called on sk, it creates null pointer dereference risk because sk may be NULL if tcp_diag_find_one_icsk fails to find a valid socket.",The err-ptr-check is executed after the call to tcp_diag_find_one_icsk to prevent null pointer dereference by returning an error if sk is an error pointer.
err-ptr-check,ingenic_ipu_plane_atomic_check,ipu_state,ingenic_ipu_get_priv_state,"When ingenic_ipu_get_priv_state retrieves the private state for ipu, it creates a null pointer dereference risk because the function may return an error pointer if the state is invalid.",The err-ptr-check is executed after the call to ingenic_ipu_get_priv_state to prevent null pointer dereference by checking if ipu_state is an error pointer before further use.
err-ptr-check,mlx5_devlink_port_fn_ipsec_packet_set,esw,mlx5_devlink_eswitch_get,"When mlx5_devlink_eswitch_get is called on port->devlink, it creates null pointer dereference risk because mlx5_devlink_eswitch_get may return an error pointer if the eswitch is not available.",The err-ptr-check is executed after the call to mlx5_devlink_eswitch_get to prevent null pointer dereference by checking if esw is an error pointer before further use.
err-ptr-check,mlxsw_sp_ipip_entry_create,ipip_entry,mlxsw_sp_ipip_entry_alloc,"When mlxsw_sp_ipip_entry_alloc allocates memory for ipip_entry, it creates null pointer dereference risk because ipip_entry may be NULL if the allocation fails.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning early if ipip_entry is an error pointer.
err-ptr-check,vm_bind_job_pin_objects,pages,msm_gem_get_pages_locked,"When msm_gem_get_pages_locked is called on obj, it creates a null pointer dereference risk because msm_gem_get_pages_locked may return an error pointer if the operation fails.",The err-ptr-check is executed after the call to msm_gem_get_pages_locked to prevent null pointer dereference by checking if pages is an error pointer before further use.
err-ptr-check,__rps_up_interrupt,rq,igt_spinner_create_request,"When igt_spinner_create_request creates rq, it creates null pointer dereference risk because rq may be NULL if the request creation fails.",The err-ptr-check is executed after rq is assigned to prevent dereferencing an error pointer by returning an error code if rq indicates failure.
err-ptr-check,efx_tc_setup_block,binding,efx_tc_create_binding,"When efx_tc_create_binding creates binding, it creates null pointer dereference risk because efx_tc_create_binding may return an error pointer.",The err-ptr-check is executed after binding assignment to prevent null pointer dereference by checking if binding is an error pointer.
err-ptr-check,peci_get_cpu_id,req,peci_xfer_pkg_cfg_readl,"When peci_xfer_pkg_cfg_readl is called on req, it creates null pointer dereference risk because req may be NULL if peci_xfer_pkg_cfg_readl fails.",The err-ptr-check is executed after the assignment to req to prevent null pointer dereference by returning an error code if req is an error pointer.
err-ptr-check,ext4_empty_dir,bh,ext4_read_dirblock,"When ext4_read_dirblock reads a directory block into bh, it creates a null pointer dereference risk because ext4_read_dirblock may return an error pointer that is not checked before use.",The err-ptr-check is executed after the call to ext4_read_dirblock to prevent null pointer dereference by returning false if bh is an error pointer.
err-ptr-check,alloc_begin_fd_uobject,uobj,alloc_uobj,"When alloc_uobj allocates memory for uobj, it creates null pointer dereference risk because alloc_uobj may return an error pointer if allocation fails.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning early if uobj is an error pointer.
err-ptr-check,funeth_rxq_create,q,fun_rxq_create_sw,"When fun_rxq_create_sw allocates memory for q, it creates null pointer dereference risk because q may be NULL if fun_rxq_create_sw fails.",The err-ptr-check is executed after the assignment to prevent dereferencing an error pointer by returning an error code if q is invalid.
err-ptr-check,cls_bpf_prog_from_efd,fp,bpf_prog_get_type_dev,"When bpf_prog_get_type_dev is called on bpf_fd, it creates null pointer dereference risk because bpf_prog_get_type_dev may return an error pointer if the bpf_fd is invalid.",The err-ptr-check is executed after the call to bpf_prog_get_type_dev to prevent null pointer dereference by checking if fp is an error pointer before further use.
err-ptr-check,switchtec_pci_probe,stdev,stdev_create,"When stdev_create(pdev) allocates memory for stdev, it creates null pointer dereference risk because stdev_create may return an error pointer on failure.",The err-ptr-check is executed after the assignment to prevent null pointer dereference by returning an error code if stdev is an error pointer.
err-ptr-check,mlxsw_sp_port_vlan_fid_join,fid,bridge_device,"When bridge_device->ops->fid_get is called on bridge_device, it creates null pointer dereference risk because fid_get may return NULL if the operation fails.",The err-ptr-check is executed after fid_get to prevent dereferencing an error pointer by returning the error code if fid is an error.
err-ptr-check,kfd_mem_attach_dmabuf,gobj,amdgpu_gem_prime_import,"When amdgpu_gem_prime_import imports a DMA buffer into gobj, it creates null pointer dereference risk because amdgpu_gem_prime_import may return an error pointer if the import fails.",The err-ptr-check is executed after the assignment to gobj to prevent null pointer dereference by checking if gobj is an error pointer before further use.
err-ptr-check,mlxsw_sp_port_bridge_join,bridge_port,mlxsw_sp_bridge_port_get,"When mlxsw_sp_bridge_port_get retrieves bridge_port, it creates null pointer dereference risk because bridge_port may be an error pointer indicating failure.",The err-ptr-check is executed immediately after the bridge_port assignment to prevent null pointer dereference by returning an error code if bridge_port is invalid.
err-ptr-check,smc_ib_fill_mac,attr,rdma_get_gid_attr,"When rdma_get_gid_attr retrieves the gid attribute for attr, it creates null pointer dereference risk because rdma_get_gid_attr may return an error pointer if the operation fails.",The err-ptr-check is executed after the assignment to attr to prevent null pointer dereference by returning -ENODEV if attr is an error pointer.
err-ptr-check,erofs_init_percpu_worker,worker,kthread_run_worker_on_cpu,"When kthread_run_worker_on_cpu allocates a worker, it creates null pointer dereference risk because the function may return an error pointer indicating failure to create the worker.",The err-ptr-check is executed after the worker allocation to prevent null pointer dereference by returning the error pointer if the allocation failed.
err-ptr-check,_cs_amp_get_efi_calibration_data,efi_data,cs_amp_get_cal_efi_buffer,"When cs_amp_get_cal_efi_buffer is called on efi_data, it creates null pointer dereference risk because cs_amp_get_cal_efi_buffer may return an error pointer that is not checked before use.",The err-ptr-check is executed after the call to cs_amp_get_cal_efi_buffer to prevent null pointer dereference by returning an error code if efi_data is an error pointer.
err-ptr-check,erofs_read_metadata,ptr,erofs_bread,"When erofs_bread reads data into ptr, it creates null pointer dereference risk because erofs_bread may return NULL on failure.",The err-ptr-check is executed after the call to erofs_bread to prevent null pointer dereference by returning early if ptr is an error.
err-ptr-check,pxp_pkt_submit,job,xe_sched_job_create,"When xe_sched_job_create creates job, it creates null pointer dereference risk because xe_sched_job_create may return an error pointer.",The err-ptr-check is executed after job creation to prevent null pointer dereference by returning an error code if job is an error pointer.
err-ptr-check,drm_atomic_add_encoder_bridges,bridge_state,drm_atomic_get_bridge_state,"When drm_atomic_get_bridge_state is called on bridge_state, it creates a risk of dereferencing an error pointer because drm_atomic_get_bridge_state may return an error value indicating failure.",The err-ptr-check is executed after the assignment to bridge_state to prevent dereferencing an error pointer by returning the error code if bridge_state is an error.
err-ptr-check,dpaa2_eth_setup_default_dpbp,bp,dpaa2_eth_allocate_dpbp,"When dpaa2_eth_allocate_dpbp allocates memory for bp, it creates null pointer dereference risk because if the allocation fails, bp may be NULL.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error code if bp is an error pointer.
err-ptr-check,trigger_make_group,t,iio_sw_trigger_create,"When iio_sw_trigger_create allocates memory for t, it creates null pointer dereference risk because if the allocation fails, t may be NULL.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by checking if t is an error pointer before further use.
err-ptr-check,test_delta_action_item,objagg_obj,world_obj_get,"When world_obj_get is called on objagg_obj, it creates null pointer dereference risk because world_obj_get may return NULL if the object is not found.",The err-ptr-check is executed after the call to world_obj_get to prevent null pointer dereference by returning an error code if objagg_obj is an error pointer.
err-ptr-check,amdgpu_cs_fence_to_handle_ioctl,fence,amdgpu_cs_get_fence,"When amdgpu_cs_get_fence retrieves a fence for the variable fence, it creates null pointer dereference risk because amdgpu_cs_get_fence may return an error pointer.",The err-ptr-check is executed after the call to amdgpu_cs_get_fence to prevent null pointer dereference by returning an error code if fence is an error pointer.
err-ptr-check,ath10k_wmi_peer_assoc,skb,ar,"When ar->wmi.ops->gen_peer_assoc is called on skb, it creates null pointer dereference risk because gen_peer_assoc may return an error pointer that is not checked before use.",The err-ptr-check is executed after skb assignment to prevent null pointer dereference by returning an error code if skb is an error pointer.
err-ptr-check,sk_attach_bpf,prog,__get_bpf,"When __get_bpf() retrieves a pointer for prog, it creates null pointer dereference risk because __get_bpf() may return an error pointer.",The err-ptr-check is executed after the assignment to prevent null pointer dereference by returning an error code if prog is an error pointer.
err-ptr-check,caam_rsa_enc,edesc,rsa_edesc_alloc,"When rsa_edesc_alloc allocates memory for edesc, it creates null pointer dereference risk because failure to allocate memory may result in edesc being NULL.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by checking if edesc is an error pointer before further use.
err-ptr-check,ocelot_port_mdb_del,pgid,ocelot_mdb_get_pgid,"When ocelot_mdb_get_pgid retrieves pgid, it creates null pointer dereference risk because pgid may be NULL if the retrieval fails.",The err-ptr-check is executed after pgid assignment to prevent null pointer dereference by returning an error if pgid is invalid.
err-ptr-check,snd_seq_ioctl_create_queue,q,snd_seq_queue_alloc,"When snd_seq_queue_alloc allocates memory for q, it creates null pointer dereference risk because if snd_seq_queue_alloc fails, q may be NULL.",The err-ptr-check is executed after the allocation to prevent dereferencing an error pointer by returning an error code if q is invalid.
err-ptr-check,btbcm_print_controller_features,skb,btbcm_read_controller_features,"When btbcm_read_controller_features is called on hdev, it creates null pointer dereference risk because btbcm_read_controller_features may return a NULL pointer if it fails to read the controller features.",The err-ptr-check is executed after the call to btbcm_read_controller_features to prevent null pointer dereference by checking if skb is an error pointer before further use.
err-ptr-check,devm_mipi_dsi_device_register_full,dsi,mipi_dsi_device_register_full,"When mipi_dsi_device_register_full registers the dsi device, it creates null pointer dereference risk because mipi_dsi_device_register_full may return NULL on failure.",The err-ptr-check is executed after the dsi assignment to prevent null pointer dereference by returning early if dsi is an error pointer.
err-ptr-check,hisi_qm_uacce_get_queue,qp,hisi_qm_create_qp,"When hisi_qm_create_qp creates qp, it creates null pointer dereference risk because qp may be NULL if hisi_qm_create_qp fails.",The err-ptr-check is executed after qp is assigned to prevent null pointer dereference by returning an error code if qp is an error pointer.
err-ptr-check,sdca_dev_register_functions,func_dev,sdca_dev_register,"When sdca_dev_register registers a device for func_dev, it creates null pointer dereference risk because sdca_dev_register may return an error pointer that is not checked before use.",The err-ptr-check is executed after the assignment to func_dev to prevent dereferencing an error pointer by returning an error code if func_dev indicates an error.
err-ptr-check,crypto_cbc_create,inst,lskcipher_alloc_instance_simple,"When lskcipher_alloc_instance_simple allocates memory for inst, it creates null pointer dereference risk because inst may be NULL if the allocation fails.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error code if inst is an error pointer.
err-ptr-check,ufs_nfs_get_inode,inode,ufs_iget,"When ufs_iget retrieves the inode, it creates null pointer dereference risk because ufs_iget may return an error pointer if the inode does not exist.",The err-ptr-check is executed after the inode assignment to prevent null pointer dereference by checking if inode is an error pointer before further use.
err-ptr-check,gicv5_iwb_device_probe,iwb_node,gicv5_iwb_init_bases,"When gicv5_iwb_init_bases initializes iwb_node, it creates a null pointer dereference risk because gicv5_iwb_init_bases may return an error pointer if initialization fails.",The err-ptr-check is executed after the call to gicv5_iwb_init_bases to prevent null pointer dereference by checking if iwb_node is an error pointer before further use.
err-ptr-check,humidity1_input_show,data,shtc1_update_client,"When shtc1_update_client is called on dev, it creates null pointer dereference risk because shtc1_update_client may return NULL if the update fails.",The err-ptr-check is executed after the assignment to prevent dereferencing an error pointer by returning an error code if data is invalid.
err-ptr-check,calibrate_8960,data,qfprom_read,"When qfprom_read is called on data, it creates null pointer dereference risk because qfprom_read may return an error pointer that is not handled properly.",The err-ptr-check is executed when data is checked with IS_ERR to prevent null pointer dereference by ensuring data is valid before further use.
err-ptr-check,__spi_split_transfer_maxsize,srt,spi_replace_transfers,"When spi_replace_transfers is called to create srt, it creates a risk of dereferencing an error pointer because spi_replace_transfers may return an error code wrapped in a pointer.",The err-ptr-check is executed after the assignment to srt to prevent null pointer dereference by checking if srt is an error pointer before further use.
err-ptr-check,dfs_cache_get_tgt_share,target_ppath,parse_target_share,"When parse_target_share() assigns to target_ppath, it creates null pointer dereference risk because parse_target_share() may return an error pointer that is not checked before use.",The err-ptr-check is executed after the call to parse_target_share() to prevent null pointer dereference by returning an error code if target_ppath is an error pointer.
err-ptr-check,sanity_check_node_chain,folio,f2fs_get_tmp_folio,"When f2fs_get_tmp_folio retrieves a folio, it creates a risk of dereferencing an error pointer because f2fs_get_tmp_folio may return an error value.",The err-ptr-check is executed after folio assignment to prevent null pointer dereference by checking if folio is an error pointer.
err-ptr-check,plt_clk_probe,parent_names,plt_clk_register_parents,"When plt_clk_register_parents is called on parent_names, it creates a risk of dereferencing an error pointer because plt_clk_register_parents may return an error pointer on failure.",The err-ptr-check is executed after the assignment to parent_names to prevent null pointer dereference by checking if parent_names is an error pointer before further use.
err-ptr-check,exiu_dt_init,data,exiu_init,"When exiu_init initializes data, it creates null pointer dereference risk because exiu_init may return an error pointer if initialization fails.",The err-ptr-check is executed after the assignment to data to prevent null pointer dereference by checking if data is an error pointer before further use.
err-ptr-check,mlxsw_sp_acl_erp_mask_create,erp,mlxsw_sp_acl_erp_generic_create,"When mlxsw_sp_acl_erp_generic_create creates erp, it creates null pointer dereference risk because mlxsw_sp_acl_erp_generic_create may return NULL.",The err-ptr-check is executed after the call to mlxsw_sp_acl_erp_generic_create to prevent null pointer dereference by checking if erp is an error pointer.
err-ptr-check,ip_set_mcast_msfilter,gsf,memdup_sockptr,"When memdup_sockptr duplicates data from optval, it creates null pointer dereference risk because memdup_sockptr may return an error pointer if the allocation fails.",The err-ptr-check is executed after the assignment to gsf to prevent null pointer dereference by checking if gsf is an error pointer before further use.
err-ptr-check,mlxsw_sp_mr_tcam_route_action_update,afa_block,mlxsw_sp_mr_tcam_afa_block_create,"When mlxsw_sp_mr_tcam_afa_block_create creates afa_block, it creates a risk of dereferencing an error pointer because mlxsw_sp_mr_tcam_afa_block_create may return an error value indicating failure.",The err-ptr-check is executed after the creation of afa_block to prevent null pointer dereference by checking if afa_block indicates an error before proceeding.
err-ptr-check,get_oa_vma,oa_bo,alloc_oa_config_buffer,"When alloc_oa_config_buffer allocates memory for oa_bo, it creates null pointer dereference risk because failure to allocate memory may result in oa_bo being NULL.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by checking if oa_bo is an error pointer before further use.
err-ptr-check,live_empty_request,batch,empty_batch,"When empty_batch() allocates memory for batch, it creates null pointer dereference risk because empty_batch() may return an error pointer.",The err-ptr-check is executed after the assignment to batch to prevent null pointer dereference by returning an error code if batch is an error pointer.
err-ptr-check,mt7915_mcu_sta_wtbl_tlv,wtbl_hdr,mt76_connac_mcu_alloc_wtbl_req,"When mt76_connac_mcu_alloc_wtbl_req allocates wtbl_hdr, it creates null pointer dereference risk because wtbl_hdr may be NULL if the allocation fails.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error code if wtbl_hdr is an error pointer.
err-ptr-check,igt_fence_wait,request,mock_request,"When mock_request allocates memory for request, it creates null pointer dereference risk because mock_request may return an error pointer.",The err-ptr-check is executed after the request assignment to prevent null pointer dereference by returning an error code if request is an error pointer.
err-ptr-check,gen8_modify_context,rq,intel_engine_create_kernel_request,"When intel_engine_create_kernel_request creates rq, it creates null pointer dereference risk because rq may be NULL if the request creation fails.",The err-ptr-check is executed after rq is assigned to prevent dereferencing an error pointer by returning the error code if rq indicates an error.
err-ptr-check,rnbd_srv_get_or_create_srv_dev,new_dev,rnbd_srv_init_srv_dev,"When rnbd_srv_init_srv_dev allocates memory for new_dev, it creates null pointer dereference risk because new_dev may be NULL if the initialization fails.",The err-ptr-check is executed after the initialization to prevent null pointer dereference by returning early if new_dev is an error pointer.
err-ptr-check,tegra_dc_add_shared_planes,plane,tegra_shared_plane_create,"When tegra_shared_plane_create creates a plane, it creates a risk of dereferencing an error pointer because tegra_shared_plane_create may return an error value indicating failure.",The err-ptr-check is executed after the plane creation to prevent null pointer dereference by returning early if the plane creation failed.
err-ptr-check,intel_migrate_create_context,ce,__migrate_engines,"When __migrate_engines is called on m->context->engine->gt, it creates null pointer dereference risk because m->context or m->context->engine may be NULL.",The err-ptr-check is executed after the assignment to prevent null pointer dereference by returning ce if it indicates an error.
err-ptr-check,mlx5_ct_fs_dmfs_ct_rule_update,rule,mlx5_tc_rule_insert,"When mlx5_tc_rule_insert inserts a rule into the flow, it creates a null pointer dereference risk because mlx5_tc_rule_insert may return an error pointer if the insertion fails.",The err-ptr-check is executed after the rule assignment to prevent null pointer dereference by returning an error code if rule is an error pointer.
err-ptr-check,viommu_domain_alloc_identity,domain,viommu_domain_alloc_paging,"When viommu_domain_alloc_paging allocates memory for domain, it creates null pointer dereference risk because if the allocation fails, domain may be NULL.",The err-ptr-check is executed after the allocation to prevent null pointer dereference by returning an error if domain is invalid.
err-ptr-check,perf_event_alloc,pmu,perf_init_event,"When perf_init_event(event) assigns to pmu, it creates a null pointer dereference risk because perf_init_event may return an error pointer that IS_ERR checks for.",The err-ptr-check is executed after the assignment to pmu to prevent null pointer dereference by returning an error if pmu is an error pointer.
err-ptr-check,rpc_switch_client_transport,xprt,xprt_create_transport,"When xprt_create_transport(args) creates xprt, it creates null pointer dereference risk because xprt_create_transport may return an error pointer if the transport creation fails.",The err-ptr-check is executed after the xprt assignment to prevent null pointer dereference by checking if xprt is an error pointer before further use.
err-ptr-check,ieee80211_gtk_rekey_add,key,ieee80211_key_alloc,"When ieee80211_key_alloc allocates memory for key, it creates a risk of use-after-free because if key allocation fails, the subsequent operations may attempt to use an invalid pointer.",The err-ptr-check is executed after the key allocation to prevent null pointer dereference by returning an error if key allocation fails.
err-ptr-check,sev_launch_start,dh_blob,psp_copy_user_blob,"When psp_copy_user_blob(params.dh_uaddr, params.dh_len) assigns to dh_blob, it creates a null pointer dereference risk because psp_copy_user_blob may return an error pointer on failure.",The err-ptr-check is executed after the assignment to dh_blob to prevent null pointer dereference by checking if dh_blob is an error pointer before further use.
err-ptr-check,pmic_spmi_get_base_revid,base,qcom_pmic_get_base_usid,"When qcom_pmic_get_base_usid is called on sdev and ctx, it creates null pointer dereference risk because qcom_pmic_get_base_usid may return a NULL pointer if it fails to retrieve the base device.",The err-ptr-check is executed after the call to qcom_pmic_get_base_usid to prevent null pointer dereference by returning an error code if base is an error pointer.
err-ptr-check,ublk_ch_write_iter,req,ublk_check_and_get_req,"When ublk_check_and_get_req retrieves req, it creates null pointer dereference risk because ublk_check_and_get_req may return an error pointer if it fails to get the request.",The err-ptr-check is executed after the call to ublk_check_and_get_req to prevent null pointer dereference by checking if req is an error pointer before further use.
